	W	Reject null hypothesis
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Clostridiaceae 1;D_5__Clostridium sensu stricto 13	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Anaerocolumna	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Weeksellaceae;D_5__Chryseobacterium	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;D_5__Lachnoclostridium 5	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__uncultured organism;D_4__uncultured organism;D_5__uncultured organism	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Nomurabacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__Parcubacteria;D_3__Candidatus Kaiserbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__Microgenomatia;D_3__Candidatus Pacebacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__Gracilibacteria;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__Berkelbacteria;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Magasanikbacteria;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Patescibacteria;D_2__ABY1;D_3__Candidatus Magasanikbacteria;D_4__Candidatus Magasanikbacteria bacterium RIFOXYD1_FULL_40_23;D_5__Candidatus Magasanikbacteria bacterium RIFOXYD1_FULL_40_23	0	False
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Longimicrobia;D_3__Longimicrobiales;D_4__Longimicrobiaceae;__	0	False
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;__	0	False
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__uncultured	0	False
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes;D_3__Gemmatimonadales;D_4__Gemmatimonadaceae;D_5__Gemmatirosa	0	False
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae;D_5__Fusobacterium	0	False
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia;D_3__Fusobacteriales;D_4__Fusobacteriaceae;D_5__Cetobacterium	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Ruminococcaceae UCG-002	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Ruminococcaceae;D_5__Faecalibacterium	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Romboutsia	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Peptostreptococcaceae;D_5__Clostridioides	0	False
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia;D_3__Clostridiales;D_4__Lachnospiraceae;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__TK10;D_3__bacterium Ellin6543;D_4__bacterium Ellin6543;D_5__bacterium Ellin6543	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__SHA-26;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14;__;__;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__OLB14;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Chloroflexaceae;D_5__FFCH7168	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__uncultured Bellilinea sp.;D_4__uncultured Bellilinea sp.;D_5__uncultured Bellilinea sp.	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__wastewater metagenome;D_5__wastewater metagenome	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__uncultured soil bacterium;D_5__uncultured soil bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__uncultured Gemmatimonadetes bacterium;D_5__uncultured Gemmatimonadetes bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b;D_5__wastewater metagenome	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b;D_5__uncultured soil bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b;D_5__uncultured sludge bacterium H8	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__SBR1031;D_4__A4b;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__RBG-13-54-9;D_4__uncultured sludge bacterium A31;D_5__uncultured sludge bacterium A31	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Caldilineales;D_4__Caldilineaceae;D_5__uncultured	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__Ardenticatenaceae;D_5__uncultured	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Ignavibacteria;D_3__OPB56;__;__	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17;__	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__env.OPS 17;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;__	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Sphingobacterium	0	False
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Sphingobacteriales;D_4__Sphingobacteriaceae;D_5__Mucilaginibacter	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Chloroflexales;D_4__Roseiflexaceae;D_5__uncultured	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Elev-1554;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Kallotenuales;D_4__AKIW781;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;D_3__uncultured Anaerolineaceae bacterium;D_4__uncultured Anaerolineaceae bacterium;D_5__uncultured Anaerolineaceae bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;D_5__Thermosporothrix	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;D_5__FCPS473	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__JG30-KF-AS9;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__C0119;__;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__C0119;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__B12-WMSP1;__;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__B12-WMSP1;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Chloroflexi bacterium;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Kallotenuales;D_4__AKIW781;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Caldilinea sp.;D_4__uncultured Caldilinea sp.;D_5__uncultured Caldilinea sp.	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Gitt-GS-136;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__Thermomicrobiaceae;D_5__Nitrolancea	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;__	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured soil bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured anaerobic ammonium-oxidizing bacterium	0	False
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__metagenome	0	False
Unassigned;__;__;__;__;__	0	False
