k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Paraphoma	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria	1.0	1.0	5.5	9.0	38.0	1.0	1.0	2.5	24.75	161.0	1.0	1.0	1.0	8.0	17.0	1.0	1.0	1.0	1.0	25.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Sclerostagonospora	1.0	1.0	7.0	17.5	33.0	1.0	1.0	7.0	15.25	72.0	1.0	1.0	1.0	10.0	38.0	1.0	7.25	12.0	20.75	52.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Setophoma	1.0	36.25	109.5	203.0	673.0	50.0	80.75	123.5	155.5	429.0	1.0	49.75	98.0	243.0	441.0	1.0	88.75	112.5	157.25	996.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__unidentified	1.0	1.0	3.5	8.75	26.0	1.0	1.0	7.0	15.25	36.0	1.0	1.0	14.0	28.75	160.0	1.0	2.5	11.0	23.5	133.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleomassariaceae;g__Tumularia	1.0	9.75	40.5	81.75	203.0	13.0	19.75	29.5	58.5	137.0	1.0	1.0	1.0	5.5	46.0	1.0	1.0	1.0	3.0	1079.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleomassariaceae;g__unidentified	1.0	1.0	1.0	14.25	7782.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	1.0	76.75	130.5	221.25	304.0	64.0	85.5	174.5	331.75	497.0	1.0	66.5	117.0	306.75	554.0	18.0	108.5	137.5	194.75	338.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Bipolaris	1.0	1.0	1.0	7.5	14.0	1.0	1.0	1.0	2.0	15.0	1.0	1.0	1.0	2.5	11.0	1.0	1.0	1.0	6.25	16.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Curvularia	1.0	1.0	3.0	9.5	15.0	1.0	1.0	1.0	4.5	15.0	1.0	1.0	1.0	2.75	23.0	1.0	1.0	3.0	10.0	21.0
